year,month,area,uf,className,numPol
2023/2024,1,1.65,MA,DESMATAMENTO_CR,12
2023/2024,1,1.71,MT,CICATRIZ_DE_QUEIMADA,8
2023/2024,1,17.35,MT,CS_DESORDENADO,10
2023/2024,1,14.1,MT,CS_GEOMETRICO,5
2023/2024,1,1.65,MT,DEGRADACAO,5
2023/2024,1,29.83,MT,DESMATAMENTO_CR,68
2023/2024,1,206.08,PA,CICATRIZ_DE_QUEIMADA,342
2023/2024,1,7.34,PA,CS_DESORDENADO,6
2023/2024,1,7.2,PA,CS_GEOMETRICO,4
2023/2024,1,6.38,PA,DEGRADACAO,18
2023/2024,1,31.35,PA,DESMATAMENTO_CR,211
2023/2024,1,0.77,PA,DESMATAMENTO_VEG,2
2023/2024,1,0.25,PA,MINERACAO,3
2023/2024,1,10.9,RO,CICATRIZ_DE_QUEIMADA,6
2023/2024,1,5.88,RO,DESMATAMENTO_CR,37
2023/2024,1,10.27,RR,CICATRIZ_DE_QUEIMADA,15
2023/2024,1,5.2,RR,CS_DESORDENADO,4
2023/2024,1,0.35,RR,CS_GEOMETRICO,1
2023/2024,1,4.82,RR,DEGRADACAO,11
2023/2024,1,31.77,RR,DESMATAMENTO_CR,205
2023/2024,1,0.17,RR,DESMATAMENTO_VEG,2
2023/2024,1,0.47,RR,MINERACAO,6
2023/2024,1,0.1,TO,DESMATAMENTO_CR,1
2023/2024,2,1.24,AC,DESMATAMENTO_CR,11
2023/2024,2,163.61,AM,CICATRIZ_DE_QUEIMADA,272
2023/2024,2,0.88,AM,CS_GEOMETRICO,1
2023/2024,2,2.14,AM,DEGRADACAO,9
2023/2024,2,31.9,AM,DESMATAMENTO_CR,106
2023/2024,2,3.99,AM,DESMATAMENTO_VEG,45
2023/2024,2,0.33,AM,MINERACAO,3
2023/2024,2,10.3,AP,CICATRIZ_DE_QUEIMADA,19
2023/2024,2,0.15,AP,DEGRADACAO,1
2023/2024,2,0.5,AP,DESMATAMENTO_CR,3
2023/2024,2,0.55,AP,DESMATAMENTO_VEG,7
2023/2024,2,0.6,AP,MINERACAO,7
2023/2024,2,23.47,MA,CICATRIZ_DE_QUEIMADA,37
2023/2024,2,1.16,MA,DEGRADACAO,2
2023/2024,2,5.01,MA,DESMATAMENTO_CR,18
2023/2024,2,2.81,MT,CICATRIZ_DE_QUEIMADA,13
2023/2024,2,6.9,MT,CS_DESORDENADO,8
2023/2024,2,12.8,MT,CS_GEOMETRICO,10
2023/2024,2,26.92,MT,DEGRADACAO,41
2023/2024,2,64.09,MT,DESMATAMENTO_CR,182
2023/2024,2,0.78,MT,DESMATAMENTO_VEG,6
2023/2024,2,0.78,MT,MINERACAO,10
2023/2024,2,1459.15,PA,CICATRIZ_DE_QUEIMADA,1436
2023/2024,2,4.64,PA,CS_DESORDENADO,4
2023/2024,2,3.05,PA,CS_GEOMETRICO,3
2023/2024,2,27.66,PA,DEGRADACAO,59
2023/2024,2,50.87,PA,DESMATAMENTO_CR,335
2023/2024,2,1.05,PA,DESMATAMENTO_VEG,10
2023/2024,2,1.81,PA,MINERACAO,20
2023/2024,2,22.52,RO,CICATRIZ_DE_QUEIMADA,35
2023/2024,2,3.1,RO,CS_DESORDENADO,6
2023/2024,2,2.49,RO,DEGRADACAO,3
2023/2024,2,10.48,RO,DESMATAMENTO_CR,67
2023/2024,2,0.4,RO,DESMATAMENTO_VEG,3
2023/2024,2,1008.95,RR,CICATRIZ_DE_QUEIMADA,1077
2023/2024,2,7.33,RR,DEGRADACAO,22
2023/2024,2,50.24,RR,DESMATAMENTO_CR,296
2023/2024,2,1.33,RR,DESMATAMENTO_VEG,15
2023/2024,2,0.13,RR,MINERACAO,2
2023/2024,2,0.43,TO,DESMATAMENTO_CR,2
2023/2024,3,0.09,AC,DEGRADACAO,1
2023/2024,3,3.44,AC,DESMATAMENTO_CR,33
2023/2024,3,1.93,AC,DESMATAMENTO_VEG,20
2023/2024,3,43.96,AM,CICATRIZ_DE_QUEIMADA,114
2023/2024,3,0.21,AM,CS_DESORDENADO,2
2023/2024,3,7.35,AM,DEGRADACAO,23
2023/2024,3,35.46,AM,DESMATAMENTO_CR,133
2023/2024,3,3.77,AM,DESMATAMENTO_VEG,37
2023/2024,3,0.27,MA,CICATRIZ_DE_QUEIMADA,1
2023/2024,3,0.57,MA,DEGRADACAO,1
2023/2024,3,4.87,MT,CICATRIZ_DE_QUEIMADA,8
2023/2024,3,1.75,MT,CS_DESORDENADO,3
2023/2024,3,5.43,MT,CS_GEOMETRICO,8
2023/2024,3,12.46,MT,DEGRADACAO,16
2023/2024,3,35.63,MT,DESMATAMENTO_CR,111
2023/2024,3,2.99,MT,DESMATAMENTO_VEG,15
2023/2024,3,0.44,MT,MINERACAO,6
2023/2024,3,148.03,PA,CICATRIZ_DE_QUEIMADA,259
2023/2024,3,3.2,PA,CS_DESORDENADO,4
2023/2024,3,9.22,PA,CS_GEOMETRICO,3
2023/2024,3,29.64,PA,DEGRADACAO,59
2023/2024,3,31.73,PA,DESMATAMENTO_CR,165
2023/2024,3,1.6,PA,DESMATAMENTO_VEG,9
2023/2024,3,1.08,PA,MINERACAO,14
2023/2024,3,16.94,RO,CICATRIZ_DE_QUEIMADA,26
2023/2024,3,1.59,RO,DEGRADACAO,5
2023/2024,3,12.52,RO,DESMATAMENTO_CR,71
2023/2024,3,0.29,RO,DESMATAMENTO_VEG,2
2023/2024,3,2266.53,RR,CICATRIZ_DE_QUEIMADA,1783
2023/2024,3,6.56,RR,DEGRADACAO,21
2023/2024,3,30.98,RR,DESMATAMENTO_CR,158
2023/2024,3,0.08,RR,MINERACAO,2
2023/2024,3,0.09,TO,DESMATAMENTO_CR,1
2023/2024,4,0.18,AC,DEGRADACAO,2
2023/2024,4,2.12,AC,DESMATAMENTO_CR,16
2023/2024,4,0.48,AC,DESMATAMENTO_VEG,6
2023/2024,4,9.28,AM,CICATRIZ_DE_QUEIMADA,25
2023/2024,4,0.65,AM,DEGRADACAO,4
2023/2024,4,24.35,AM,DESMATAMENTO_CR,81
2023/2024,4,0.79,AM,DESMATAMENTO_VEG,3
2023/2024,4,0.11,AM,MINERACAO,1
2023/2024,4,3.96,AP,CICATRIZ_DE_QUEIMADA,10
2023/2024,4,0.94,AP,DEGRADACAO,1
2023/2024,4,0.31,AP,DESMATAMENTO_CR,3
2023/2024,4,0.08,AP,DESMATAMENTO_VEG,1
2023/2024,4,0.49,AP,MINERACAO,5
2023/2024,4,0.48,MA,CICATRIZ_DE_QUEIMADA,3
2023/2024,4,0.41,MA,DESMATAMENTO_CR,3
2023/2024,4,106.03,MT,CICATRIZ_DE_QUEIMADA,57
2023/2024,4,1.06,MT,CS_DESORDENADO,1
2023/2024,4,16.97,MT,CS_GEOMETRICO,9
2023/2024,4,37.12,MT,DEGRADACAO,45
2023/2024,4,79.25,MT,DESMATAMENTO_CR,225
2023/2024,4,1.27,MT,DESMATAMENTO_VEG,10
2023/2024,4,2.4,MT,MINERACAO,24
2023/2024,4,144.07,PA,CICATRIZ_DE_QUEIMADA,213
2023/2024,4,1.61,PA,CS_DESORDENADO,2
2023/2024,4,21.32,PA,DEGRADACAO,43
2023/2024,4,25.33,PA,DESMATAMENTO_CR,132
2023/2024,4,0.9,PA,DESMATAMENTO_VEG,8
2023/2024,4,1.95,PA,MINERACAO,21
2023/2024,4,69.55,RO,CICATRIZ_DE_QUEIMADA,77
2023/2024,4,0.85,RO,DEGRADACAO,2
2023/2024,4,7.74,RO,DESMATAMENTO_CR,54
2023/2024,4,0.14,RO,DESMATAMENTO_VEG,2
2023/2024,4,0.22,RO,MINERACAO,2
2023/2024,4,1082.03,RR,CICATRIZ_DE_QUEIMADA,1440
2023/2024,4,0.9,RR,CS_DESORDENADO,2
2023/2024,4,16.38,RR,DEGRADACAO,26
2023/2024,4,25.66,RR,DESMATAMENTO_CR,147
2023/2024,4,0.08,RR,MINERACAO,1
2023/2024,5,0.95,AC,DEGRADACAO,5
2023/2024,5,4.15,AC,DESMATAMENTO_CR,30
2023/2024,5,1.92,AC,DESMATAMENTO_VEG,20
2023/2024,5,4.41,AM,CICATRIZ_DE_QUEIMADA,29
2023/2024,5,5.89,AM,CS_GEOMETRICO,1
2023/2024,5,18.34,AM,DEGRADACAO,29
2023/2024,5,107.09,AM,DESMATAMENTO_CR,348
2023/2024,5,8.73,AM,DESMATAMENTO_VEG,52
2023/2024,5,1.28,AM,MINERACAO,13
2023/2024,5,0.37,AP,DESMATAMENTO_VEG,1
2023/2024,5,0.31,AP,MINERACAO,3
2023/2024,5,28.05,MA,CICATRIZ_DE_QUEIMADA,64
2023/2024,5,16,MA,DEGRADACAO,11
2023/2024,5,6.91,MA,DESMATAMENTO_CR,42
2023/2024,5,0.34,MA,DESMATAMENTO_VEG,3
2023/2024,5,0.12,MA,MINERACAO,1
2023/2024,5,692,MT,CICATRIZ_DE_QUEIMADA,145
2023/2024,5,74.89,MT,CS_DESORDENADO,42
2023/2024,5,438.37,MT,CS_GEOMETRICO,155
2023/2024,5,274.55,MT,DEGRADACAO,228
2023/2024,5,112.61,MT,DESMATAMENTO_CR,416
2023/2024,5,70.9,MT,DESMATAMENTO_VEG,99
2023/2024,5,2.17,MT,MINERACAO,29
2023/2024,5,124.89,PA,CICATRIZ_DE_QUEIMADA,198
2023/2024,5,41.99,PA,CS_DESORDENADO,23
2023/2024,5,54.35,PA,CS_GEOMETRICO,9
2023/2024,5,128.31,PA,DEGRADACAO,211
2023/2024,5,109.42,PA,DESMATAMENTO_CR,507
2023/2024,5,17.75,PA,DESMATAMENTO_VEG,77
2023/2024,5,11.25,PA,MINERACAO,125
2023/2024,5,22.7,RO,CICATRIZ_DE_QUEIMADA,43
2023/2024,5,4.39,RO,CS_DESORDENADO,1
2023/2024,5,3.13,RO,CS_GEOMETRICO,3
2023/2024,5,8.52,RO,DEGRADACAO,23
2023/2024,5,30.57,RO,DESMATAMENTO_CR,215
2023/2024,5,6.5,RO,DESMATAMENTO_VEG,56
2023/2024,5,0.53,RO,MINERACAO,6
2023/2024,5,77.72,RR,CICATRIZ_DE_QUEIMADA,155
2023/2024,5,7.81,RR,DESMATAMENTO_CR,41
2023/2024,5,0.98,TO,DESMATAMENTO_CR,8
2023/2024,6,23.72,AC,CS_DESORDENADO,6
2023/2024,6,4.51,AC,DEGRADACAO,24
2023/2024,6,25.44,AC,DESMATAMENTO_CR,227
2023/2024,6,4.17,AC,DESMATAMENTO_VEG,34
2023/2024,6,0.14,AC,MINERACAO,1
2023/2024,6,19.97,AM,CICATRIZ_DE_QUEIMADA,93
2023/2024,6,4.25,AM,CS_DESORDENADO,5
2023/2024,6,5.6,AM,CS_GEOMETRICO,1
2023/2024,6,14.8,AM,DEGRADACAO,64
2023/2024,6,129.37,AM,DESMATAMENTO_CR,579
2023/2024,6,5.96,AM,DESMATAMENTO_VEG,40
2023/2024,6,3.71,AM,MINERACAO,31
2023/2024,6,2.96,AP,CICATRIZ_DE_QUEIMADA,10
2023/2024,6,0.93,AP,DEGRADACAO,3
2023/2024,6,0.37,AP,DESMATAMENTO_CR,3
2023/2024,6,0.07,AP,DESMATAMENTO_VEG,1
2023/2024,6,1.34,AP,MINERACAO,13
2023/2024,6,1.92,MA,CICATRIZ_DE_QUEIMADA,7
2023/2024,6,2.19,MA,DEGRADACAO,4
2023/2024,6,6.05,MA,DESMATAMENTO_CR,40
2023/2024,6,0.59,MA,DESMATAMENTO_VEG,2
2023/2024,6,10.66,MT,CICATRIZ_DE_QUEIMADA,18
2023/2024,6,43.09,MT,CS_DESORDENADO,26
2023/2024,6,84.31,MT,CS_GEOMETRICO,59
2023/2024,6,71.54,MT,DEGRADACAO,114
2023/2024,6,46.3,MT,DESMATAMENTO_CR,145
2023/2024,6,3.9,MT,DESMATAMENTO_VEG,6
2023/2024,6,1.18,MT,MINERACAO,14
2023/2024,6,190.41,PA,CICATRIZ_DE_QUEIMADA,407
2023/2024,6,63.73,PA,CS_DESORDENADO,42
2023/2024,6,24.49,PA,CS_GEOMETRICO,13
2023/2024,6,116.21,PA,DEGRADACAO,303
2023/2024,6,152.62,PA,DESMATAMENTO_CR,702
2023/2024,6,22.76,PA,DESMATAMENTO_VEG,66
2023/2024,6,11.88,PA,MINERACAO,138
2023/2024,6,7.56,RO,CICATRIZ_DE_QUEIMADA,34
2023/2024,6,17.3,RO,CS_DESORDENADO,7
2023/2024,6,12.83,RO,DEGRADACAO,30
2023/2024,6,26.47,RO,DESMATAMENTO_CR,169
2023/2024,6,3.55,RO,DESMATAMENTO_VEG,14
2023/2024,6,0.08,RO,MINERACAO,1
2023/2024,6,73.45,RR,CICATRIZ_DE_QUEIMADA,155
2023/2024,6,5.02,RR,DEGRADACAO,16
2023/2024,6,14.91,RR,DESMATAMENTO_CR,84
2023/2024,6,0.07,RR,MINERACAO,1
2023/2024,6,0.71,TO,DESMATAMENTO_CR,6
2023/2024,7,1.2,AC,CICATRIZ_DE_QUEIMADA,10
2023/2024,7,29.63,AC,CS_DESORDENADO,25
2023/2024,7,30.48,AC,DEGRADACAO,46
2023/2024,7,71.01,AC,DESMATAMENTO_CR,761
2023/2024,7,3.83,AC,DESMATAMENTO_VEG,39
2023/2024,7,53.43,AM,CICATRIZ_DE_QUEIMADA,198
2023/2024,7,112.63,AM,CS_DESORDENADO,32
2023/2024,7,5.82,AM,CS_GEOMETRICO,3
2023/2024,7,54.59,AM,DEGRADACAO,164
2023/2024,7,164.35,AM,DESMATAMENTO_CR,916
2023/2024,7,2.65,AM,DESMATAMENTO_VEG,27
2023/2024,7,2.41,AM,MINERACAO,25
2023/2024,7,1.74,AP,CICATRIZ_DE_QUEIMADA,6
2023/2024,7,0.58,AP,DEGRADACAO,1
2023/2024,7,0.5,AP,MINERACAO,8
2023/2024,7,6.27,MA,CICATRIZ_DE_QUEIMADA,10
2023/2024,7,1.34,MA,DEGRADACAO,9
2023/2024,7,7.86,MA,DESMATAMENTO_CR,56
2023/2024,7,0.36,MA,DESMATAMENTO_VEG,3
2023/2024,7,225.81,MT,CICATRIZ_DE_QUEIMADA,163
2023/2024,7,107.43,MT,CS_DESORDENADO,58
2023/2024,7,146.44,MT,CS_GEOMETRICO,68
2023/2024,7,166.53,MT,DEGRADACAO,283
2023/2024,7,67.19,MT,DESMATAMENTO_CR,302
2023/2024,7,0.56,MT,DESMATAMENTO_VEG,3
2023/2024,7,0.57,MT,MINERACAO,8
2023/2024,7,394.96,PA,CICATRIZ_DE_QUEIMADA,807
2023/2024,7,225.24,PA,CS_DESORDENADO,103
2023/2024,7,147.32,PA,CS_GEOMETRICO,61
2023/2024,7,353.03,PA,DEGRADACAO,559
2023/2024,7,254.44,PA,DESMATAMENTO_CR,1645
2023/2024,7,20.46,PA,DESMATAMENTO_VEG,120
2023/2024,7,7.76,PA,MINERACAO,112
2023/2024,7,25.88,RO,CICATRIZ_DE_QUEIMADA,92
2023/2024,7,12.17,RO,CS_DESORDENADO,17
2023/2024,7,7.29,RO,CS_GEOMETRICO,4
2023/2024,7,27.5,RO,DEGRADACAO,68
2023/2024,7,45.73,RO,DESMATAMENTO_CR,326
2023/2024,7,0.28,RO,DESMATAMENTO_VEG,2
2023/2024,7,0.11,RO,MINERACAO,1
2023/2024,7,22.43,RR,CICATRIZ_DE_QUEIMADA,50
2023/2024,7,7.3,RR,CS_DESORDENADO,2
2023/2024,7,16.32,RR,DEGRADACAO,36
2023/2024,7,17.79,RR,DESMATAMENTO_CR,75
2023/2024,7,0.2,TO,DEGRADACAO,2
2023/2024,7,1.43,TO,DESMATAMENTO_CR,11
2024/2025,8,0.64,AC,CICATRIZ_DE_QUEIMADA,6
2024/2025,8,2.46,AC,CS_DESORDENADO,2
2024/2025,8,1.7,AC,DEGRADACAO,6
2024/2025,8,30.96,AC,DESMATAMENTO_CR,305
2024/2025,8,321.32,AM,CICATRIZ_DE_QUEIMADA,700
2024/2025,8,28.23,AM,CS_DESORDENADO,11
2024/2025,8,1.45,AM,CS_GEOMETRICO,1
2024/2025,8,40.65,AM,DEGRADACAO,89
2024/2025,8,93.37,AM,DESMATAMENTO_CR,431
2024/2025,8,0.07,AM,DESMATAMENTO_VEG,1
2024/2025,8,0.7,AM,MINERACAO,7
2024/2025,8,29.35,AP,CICATRIZ_DE_QUEIMADA,14
2024/2025,8,62.53,AP,CS_DESORDENADO,2
2024/2025,8,0.15,AP,DEGRADACAO,1
2024/2025,8,1.38,AP,DESMATAMENTO_CR,10
2024/2025,8,0.7,AP,DESMATAMENTO_VEG,4
2024/2025,8,0.26,AP,MINERACAO,3
2024/2025,8,9.8,MA,CICATRIZ_DE_QUEIMADA,30
2024/2025,8,0.63,MA,DEGRADACAO,2
2024/2025,8,8.98,MA,DESMATAMENTO_CR,63
2024/2025,8,1082.6,MT,CICATRIZ_DE_QUEIMADA,1727
2024/2025,8,40.41,MT,CS_DESORDENADO,21
2024/2025,8,91.33,MT,CS_GEOMETRICO,43
2024/2025,8,88.21,MT,DEGRADACAO,153
2024/2025,8,142.19,MT,DESMATAMENTO_CR,313
2024/2025,8,0.53,MT,MINERACAO,6
2024/2025,8,2464.55,PA,CICATRIZ_DE_QUEIMADA,3659
2024/2025,8,187.39,PA,CS_DESORDENADO,50
2024/2025,8,147.51,PA,CS_GEOMETRICO,37
2024/2025,8,159.45,PA,DEGRADACAO,273
2024/2025,8,190.09,PA,DESMATAMENTO_CR,1057
2024/2025,8,0.72,PA,DESMATAMENTO_VEG,5
2024/2025,8,1.08,PA,MINERACAO,14
2024/2025,8,288.73,RO,CICATRIZ_DE_QUEIMADA,574
2024/2025,8,2.3,RO,CS_DESORDENADO,2
2024/2025,8,1.46,RO,CS_GEOMETRICO,1
2024/2025,8,33.81,RO,DEGRADACAO,61
2024/2025,8,26.85,RO,DESMATAMENTO_CR,135
2024/2025,8,45.38,RR,CICATRIZ_DE_QUEIMADA,134
2024/2025,8,5.07,RR,CS_DESORDENADO,6
2024/2025,8,20.98,RR,DEGRADACAO,25
2024/2025,8,13.57,RR,DESMATAMENTO_CR,84
2024/2025,8,0.17,RR,MINERACAO,1
2024/2025,8,36.51,TO,CICATRIZ_DE_QUEIMADA,44
2024/2025,8,0.17,TO,DESMATAMENTO_CR,2
2024/2025,9,62.88,AC,CICATRIZ_DE_QUEIMADA,231
2024/2025,9,21.59,AC,CS_DESORDENADO,4
2024/2025,9,7.32,AC,DEGRADACAO,28
2024/2025,9,77.46,AC,DESMATAMENTO_CR,679
2024/2025,9,1287.12,AM,CICATRIZ_DE_QUEIMADA,1243
2024/2025,9,19.31,AM,CS_DESORDENADO,9
2024/2025,9,8.72,AM,CS_GEOMETRICO,2
2024/2025,9,64.77,AM,DEGRADACAO,154
2024/2025,9,70.14,AM,DESMATAMENTO_CR,367
2024/2025,9,0.33,AM,MINERACAO,4
2024/2025,9,0.28,AP,CICATRIZ_DE_QUEIMADA,1
2024/2025,9,0.29,AP,MINERACAO,4
2024/2025,9,30.66,MA,CICATRIZ_DE_QUEIMADA,62
2024/2025,9,1.28,MA,DEGRADACAO,9
2024/2025,9,14.95,MA,DESMATAMENTO_CR,93
2024/2025,9,6519.5,MT,CICATRIZ_DE_QUEIMADA,5447
2024/2025,9,14.35,MT,CS_DESORDENADO,3
2024/2025,9,71.38,MT,CS_GEOMETRICO,26
2024/2025,9,152.55,MT,DEGRADACAO,144
2024/2025,9,160.74,MT,DESMATAMENTO_CR,231
2024/2025,9,0.28,MT,DESMATAMENTO_VEG,1
2024/2025,9,0.59,MT,MINERACAO,5
2024/2025,9,10489.99,PA,CICATRIZ_DE_QUEIMADA,9046
2024/2025,9,64.67,PA,CS_DESORDENADO,42
2024/2025,9,62.21,PA,CS_GEOMETRICO,24
2024/2025,9,154.8,PA,DEGRADACAO,353
2024/2025,9,200.58,PA,DESMATAMENTO_CR,1270
2024/2025,9,0.31,PA,DESMATAMENTO_VEG,1
2024/2025,9,1.05,PA,MINERACAO,16
2024/2025,9,1645.75,RO,CICATRIZ_DE_QUEIMADA,1034
2024/2025,9,9.24,RO,DEGRADACAO,32
2024/2025,9,20.44,RO,DESMATAMENTO_CR,114
2024/2025,9,35.08,RR,CICATRIZ_DE_QUEIMADA,62
2024/2025,9,38.74,RR,CS_DESORDENADO,11
2024/2025,9,26.37,RR,DEGRADACAO,36
2024/2025,9,20.57,RR,DESMATAMENTO_CR,113
2024/2025,9,188.85,TO,CICATRIZ_DE_QUEIMADA,274
2024/2025,9,3.06,TO,DEGRADACAO,7
2024/2025,9,1.2,TO,DESMATAMENTO_CR,9
2024/2025,10,64.54,AC,CICATRIZ_DE_QUEIMADA,144
2024/2025,10,54.04,AC,CS_DESORDENADO,10
2024/2025,10,10.69,AC,DEGRADACAO,50
2024/2025,10,53.85,AC,DESMATAMENTO_CR,512
2024/2025,10,1691.13,AM,CICATRIZ_DE_QUEIMADA,2490
2024/2025,10,26.66,AM,CS_DESORDENADO,13
2024/2025,10,2.16,AM,CS_GEOMETRICO,1
2024/2025,10,74.94,AM,DEGRADACAO,191
2024/2025,10,77.74,AM,DESMATAMENTO_CR,445
2024/2025,10,0.17,AM,MINERACAO,2
2024/2025,10,32.96,AP,CICATRIZ_DE_QUEIMADA,50
2024/2025,10,23.09,AP,CS_DESORDENADO,6
2024/2025,10,0.36,AP,DEGRADACAO,2
2024/2025,10,0.5,AP,DESMATAMENTO_CR,5
2024/2025,10,0.66,AP,MINERACAO,8
2024/2025,10,113.36,MA,CICATRIZ_DE_QUEIMADA,132
2024/2025,10,2.64,MA,DEGRADACAO,11
2024/2025,10,17.28,MA,DESMATAMENTO_CR,115
2024/2025,10,3320.98,MT,CICATRIZ_DE_QUEIMADA,2815
2024/2025,10,68.63,MT,CS_DESORDENADO,30
2024/2025,10,82.66,MT,CS_GEOMETRICO,30
2024/2025,10,86.64,MT,DEGRADACAO,130
2024/2025,10,69.77,MT,DESMATAMENTO_CR,186
2024/2025,10,0.19,MT,MINERACAO,1
2024/2025,10,6456.69,PA,CICATRIZ_DE_QUEIMADA,6384
2024/2025,10,43.21,PA,CS_DESORDENADO,23
2024/2025,10,69.04,PA,CS_GEOMETRICO,31
2024/2025,10,157.36,PA,DEGRADACAO,277
2024/2025,10,257.86,PA,DESMATAMENTO_CR,1530
2024/2025,10,0.96,PA,MINERACAO,10
2024/2025,10,1776.4,RO,CICATRIZ_DE_QUEIMADA,1491
2024/2025,10,31.29,RO,CS_DESORDENADO,14
2024/2025,10,28.74,RO,CS_GEOMETRICO,7
2024/2025,10,90.3,RO,DEGRADACAO,112
2024/2025,10,35.56,RO,DESMATAMENTO_CR,217
2024/2025,10,34.42,RR,CICATRIZ_DE_QUEIMADA,66
2024/2025,10,9.87,RR,DEGRADACAO,12
2024/2025,10,18.18,RR,DESMATAMENTO_CR,84
2024/2025,10,40.52,TO,CICATRIZ_DE_QUEIMADA,43
2024/2025,10,0.08,TO,DESMATAMENTO_CR,2
2024/2025,11,1.87,AC,CICATRIZ_DE_QUEIMADA,6
2024/2025,11,0.14,AC,DEGRADACAO,2
2024/2025,11,2.64,AC,DESMATAMENTO_CR,17
2024/2025,11,130.32,AM,CICATRIZ_DE_QUEIMADA,238
2024/2025,11,24.69,AM,CS_DESORDENADO,10
2024/2025,11,7.79,AM,DEGRADACAO,21
2024/2025,11,5.93,AM,DESMATAMENTO_CR,29
2024/2025,11,0.1,AM,DESMATAMENTO_VEG,1
2024/2025,11,0.1,AM,MINERACAO,1
2024/2025,11,51.79,AP,CICATRIZ_DE_QUEIMADA,62
2024/2025,11,0.89,AP,DEGRADACAO,2
2024/2025,11,0.31,AP,DESMATAMENTO_CR,3
2024/2025,11,0.55,AP,MINERACAO,7
2024/2025,11,289.32,MA,CICATRIZ_DE_QUEIMADA,274
2024/2025,11,20.27,MA,DEGRADACAO,21
2024/2025,11,4.4,MA,DESMATAMENTO_CR,36
2024/2025,11,220.1,MT,CICATRIZ_DE_QUEIMADA,237
2024/2025,11,10.67,MT,CS_DESORDENADO,2
2024/2025,11,5.55,MT,CS_GEOMETRICO,3
2024/2025,11,21.51,MT,DEGRADACAO,19
2024/2025,11,24.74,MT,DESMATAMENTO_CR,64
2024/2025,11,1983.5,PA,CICATRIZ_DE_QUEIMADA,2467
2024/2025,11,10.53,PA,CS_DESORDENADO,8
2024/2025,11,57.03,PA,CS_GEOMETRICO,27
2024/2025,11,142.05,PA,DEGRADACAO,238
2024/2025,11,124.78,PA,DESMATAMENTO_CR,805
2024/2025,11,0.38,PA,DESMATAMENTO_VEG,1
2024/2025,11,0.54,PA,MINERACAO,7
2024/2025,11,209.84,RO,CICATRIZ_DE_QUEIMADA,187
2024/2025,11,2.04,RO,DESMATAMENTO_CR,11
2024/2025,11,5.86,RR,CICATRIZ_DE_QUEIMADA,16
2024/2025,11,4.94,RR,DEGRADACAO,16
2024/2025,11,13.98,RR,DESMATAMENTO_CR,71
2024/2025,11,6.14,TO,CICATRIZ_DE_QUEIMADA,8
2024/2025,12,4.83,AC,CICATRIZ_DE_QUEIMADA,16
2024/2025,12,1.47,AC,DEGRADACAO,7
2024/2025,12,8.75,AC,DESMATAMENTO_CR,73
2024/2025,12,58.2,AM,CICATRIZ_DE_QUEIMADA,135
2024/2025,12,1.67,AM,CS_DESORDENADO,2
2024/2025,12,1.13,AM,DEGRADACAO,4
2024/2025,12,6.09,AM,DESMATAMENTO_CR,30
2024/2025,12,0.16,AM,MINERACAO,2
2024/2025,12,0.23,AP,CICATRIZ_DE_QUEIMADA,2
2024/2025,12,111.18,MA,CICATRIZ_DE_QUEIMADA,89
2024/2025,12,1.08,MA,DEGRADACAO,4
2024/2025,12,7.39,MA,DESMATAMENTO_CR,59
2024/2025,12,68.45,MT,CICATRIZ_DE_QUEIMADA,178
2024/2025,12,4.49,MT,CS_DESORDENADO,6
2024/2025,12,1.04,MT,CS_GEOMETRICO,1
2024/2025,12,10.02,MT,DEGRADACAO,14
2024/2025,12,21.33,MT,DESMATAMENTO_CR,45
2024/2025,12,240.06,PA,CICATRIZ_DE_QUEIMADA,439
2024/2025,12,3.27,PA,DEGRADACAO,11
2024/2025,12,5.43,PA,DESMATAMENTO_CR,33
2024/2025,12,0.14,PA,MINERACAO,2
2024/2025,12,176.23,RO,CICATRIZ_DE_QUEIMADA,182
2024/2025,12,2.52,RO,DEGRADACAO,3
2024/2025,12,3.83,RO,DESMATAMENTO_CR,22
2024/2025,12,3.32,RR,CICATRIZ_DE_QUEIMADA,15
2024/2025,12,0.32,RR,DEGRADACAO,1
2024/2025,12,21.8,RR,DESMATAMENTO_CR,72
2024/2025,12,23.91,TO,CICATRIZ_DE_QUEIMADA,50
2024/2025,12,0.48,TO,DESMATAMENTO_CR,4
2024/2025,1,0.54,AC,CICATRIZ_DE_QUEIMADA,3
2024/2025,1,0.4,AC,DEGRADACAO,4
2024/2025,1,5.13,AC,DESMATAMENTO_CR,26
2024/2025,1,47.45,AM,CICATRIZ_DE_QUEIMADA,88
2024/2025,1,3.31,AM,DEGRADACAO,19
2024/2025,1,15.44,AM,DESMATAMENTO_CR,70
2024/2025,1,1.12,AM,MINERACAO,7
2024/2025,1,37.4,AP,CICATRIZ_DE_QUEIMADA,27
2024/2025,1,96.49,MA,CICATRIZ_DE_QUEIMADA,76
2024/2025,1,0.3,MA,DESMATAMENTO_CR,2
2024/2025,1,75.75,MT,CICATRIZ_DE_QUEIMADA,87
2024/2025,1,25.99,MT,CS_DESORDENADO,16
2024/2025,1,12.85,MT,CS_GEOMETRICO,7
2024/2025,1,31.46,MT,DEGRADACAO,29
2024/2025,1,94.31,MT,DESMATAMENTO_CR,185
2024/2025,1,1.11,MT,MINERACAO,6
2024/2025,1,341.92,PA,CICATRIZ_DE_QUEIMADA,327
2024/2025,1,1.57,PA,CS_GEOMETRICO,1
